gene_id	transcript_id	Sample_TB.2463.31A	Sample_TB.2463.31B	Sample_TB.2463.32A	Sample_TB.2463.32B	Sample_TB.2463.33A	Sample_TB.2463.33B	Sample_TB.2463.34A	Sample_TB.2463.34B	Sample_TB.2463.35A	Sample_TB.2463.35B	Sample_TB.2463.36A	Sample_TB.2463.36B	Sample_TB.2463.37B	Sample_TB.2463.38B	Sample_TB.2463.39B	Sample_TB.2463.40B	Sample_TB.2463.41B	Sample_TB.2463.42B	Sample_TB.2463.43B	Sample_TB.2463.44B	Sample_TB.2463.45B	Sample_TB.2463.46B	Sample_TB.2463.47B	Sample_TB.2463.48B
MSTRG.197	MSTRG.197.1	1.32611752176909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.198	3267_t	3.96708200332235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.198	MSTRG.198.2	3.96708200332235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.199	13407_t	2.56442113566121	1.02906483649805	3.31592119050835	1.18336031720964	4.68868485466369	0.991770500830589	0.292528122402171	1.08085935525191	2.78858997732497	3.23046478604389	2.65223504353819	4.44961639650116	0	0	0.923664395564816	5.61620232166074	7.75171333124371	0.90961273795719	4.07058491334185	0	2.57746974575922	6.74556501015967	2.6481214975163	7.7771416036798
MSTRG.2	MSTRG.2.1	5.14532418249025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.2	7167_t	5.14532418249025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.20	MSTRG.20.2	1.08085935525191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.20	2484_t	1.08085935525191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.200	13785_t	0	306.718899745347	148.402430223513	1046.00799151894	246.646490859559	329.528115932465	1049.64613322801	211.113649129032	391.692264996389	206.302133605202	662.502694554833	184.58524523577	350.19843110162	78.0805193650992	201.365638330069	434.966547140263	246.508748366164	510.746101549414	487.516085459838	1108.39727467778	522.306815914449	288.105345477891	622.175112762718	351.087948775735
MSTRG.200	MSTRG.200.2	0	306.718899745347	148.402430223513	1046.00799151894	246.646490859559	329.528115932465	1049.64613322801	211.113649129032	391.692264996389	206.302133605202	662.502694554833	184.58524523577	350.19843110162	78.0805193650992	201.365638330069	434.966547140263	246.508748366164	510.746101549414	487.516085459838	1108.39727467778	522.306815914449	288.105345477891	622.175112762718	351.087948775735
MSTRG.201	MSTRG.201.1	4.61832197782408	130.576703978612	45.2183277655883	430.246825053751	70.2175897551469	45.0590607084831	258.606131157842	62.9586067614902	58.2586729453586	63.3281530585355	244.902218455645	170.824762858676	99.4776357152505	15.3836841237253	56.2642182559642	93.2264270780753	15.7965186097173	104.843357459436	89.2348792743991	286.434544362558	160.46022013406	52.5054734787137	200.714257450998	136.108551778127
MSTRG.202	MSTRG.202.1	0	63.6536410449165	8.89923279300232	126.342456699066	79.190430125456	48.9542129649352	234.476446929336	52.970041096832	40.0229604701164	50.8823114167731	113.05727959583	154.648184745553	74.2012151117564	11.475193155904	43.3297889347875	67.957160095022	50.4241769884044	147.00583944587	98.2189063283997	194.580421468543	81.3251810681083	12.5787092632934	155.643747156276	53.9127395616161
MSTRG.203	13962_t	2.34434242733184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.203	MSTRG.203.2	2.34434242733184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.204	9219_t	2.22204045819423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.205	7149_t	4.07058491334185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.206	587_t	12.3735047071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.207	14750_t	0.929529992441657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.208	6378_t	1.18336031720964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.209	6487_t	2.6481214975163	19.9983641237481	16.6687373817979	10.2906483649805	18.7902200795473	7.10016190325781	28.1321091279821	9.91770500830589	4.0953937136304	11.8894529077711	11.1543599092999	41.9960422185705	6.63058760884547	0	8.96045792191955	13.6108551778127	16.6259591201667	47.7377197341163	15.5034266624874	16.3730292832294	8.1411698266837	20.4813912311287	11.1690355649566	20.236695030479
MSTRG.21	3799_t	1.10530706350278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.210	10429_t	3.63845095182876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.210	MSTRG.210.2	3.63845095182876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.211	9415_t	4.48022896095977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.211	MSTRG.211.2	4.48022896095977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.212	13317_t	10.8085935525191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.212	MSTRG.212.2	10.8085935525191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.213	11950_t	6.6318423810167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.214	7905_t	1.12426083502661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.214	MSTRG.214.2	1.12426083502661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.215	MSTRG.215.1	0	32.7460585664588	33.5823255350703	95.8529109616822	21.4789145479935	48.3432159061443	80.3263520913278	12.2212225200683	100.012424290787	31.9010099314395	84.0033368262115	128.98627457585	65.6415879652916	8.9259345074753	3.21780934642389	50.80038969684	42.7583796523162	85.068906032489	58.3491709578401	282.105679538174	43.9062438174058	32.1711122384665	52.6488705471945	47.7377197341163
MSTRG.215	9794_t	0	32.7460585664588	33.5823255350703	95.8529109616822	21.4789145479935	48.3432159061443	80.3263520913278	12.2212225200683	100.012424290787	31.9010099314395	84.0033368262115	128.98627457585	65.6415879652916	8.9259345074753	3.21780934642389	50.80038969684	42.7583796523162	85.068906032489	58.3491709578401	282.105679538174	43.9062438174058	32.1711122384665	52.6488705471945	47.7377197341163
MSTRG.216	2938_t	0.889923279300232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.217	15560_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.218	7806_t	9.26158352848244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.219	7807_t	1.71831316383948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.22	4095_t	3.37278250507983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.220	9823_t	4.21215174124556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.221	892_t	2.65223504353819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.222	10045_t	3.96708200332235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.222	MSTRG.222.2	3.96708200332235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.223	12159_t	2.56442113566121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.224	495_t	6.55404519396118	0	0	0	0	0	2.0581296729961	0	0	1.17217121366592	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.225	4537_t	3.69465758225926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.226	3914_t	2.15364319069592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.226	MSTRG.226.2	2.15364319069592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.227	3490_t	4.68868485466369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.227	MSTRG.227.2	4.68868485466369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.228	MSTRG.228.1	0	0	0	0	0	0	0	0	2.16171871050383	0	1.07682159534796	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.228	14962_t	0	0	0	0	0	0	0	0	2.16171871050383	0	1.07682159534796	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.229	MSTRG.229.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.889923279300232	0	0	0	0	0	0
MSTRG.23	13171_t	3.87585666562185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.230	13140_t	1.23735047071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.231	3414_t	2.78858997732497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.232	3415_t	3.55008095162891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.233	15213_t	2.6481214975163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.234	16031_t	3.63845095182876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.235	1153_t	1.79209158438391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.236	2442_t	5.40429677625957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.237	MSTRG.237.1	5.52653531751391	0	0	0	0	1.08085935525191	0.929529992441657	0	0	0	0	0	0	0	0	0	0	0	0.85915658191974	0	0	0	0	0
MSTRG.238	1499_t	1.12426083502661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.239	6518_t	3.87585666562185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.24	MSTRG.24.1	1.77984655860046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.24	5586_t	1.77984655860046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.240	MSTRG.240.1	1.77984655860046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.241	14203_t	2.92528122402171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.242	946_t	4.1162593459922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.243	1625_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.244	MSTRG.244.2	7.02025290207593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.244	3757_t	7.02025290207593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.245	11130_t	3.97835256530728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.246	3870_t	3.96708200332235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.246	MSTRG.246.2	3.96708200332235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.247	737_t	16.6687373817979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.248	MSTRG.248.1	9.01181214169662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.248	738_t	9.01181214169662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.249	739_t	2.77099318669445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.249	MSTRG.249.2	2.77099318669445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.25	6127_t	0.585056244804343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.250	9818_t	5.38410797673981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.251	15546_t	2.34434242733184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.252	MSTRG.252.1	1.11102022909711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.252	10410_t	1.11102022909711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.253	16143_t	3.05293868500639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.254	10272_t	28.4590608263357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.254	MSTRG.254.2	28.4590608263357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.254	MSTRG.254.3	28.4590608263357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.255	11102_t	0.929529992441657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10530706350278	0	0	0	0	0
MSTRG.256	7741_t	2.36672063441927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.257	14867_t	0.882707165838767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.258	10090_t	3.63845095182876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.259	7030_t	1.79209158438391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.26	MSTRG.26.2	1.02906483649805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.26	4005_t	1.02906483649805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.260	3162_t	2.16171871050383	0	0	0	0	0	0	0	0	0	0	0	1.63851129849029	0	0	0	0	0	0	0	0	1.17217121366592	0	0
MSTRG.260	MSTRG.260.2	2.16171871050383	0	0	0	0	0	0	0	0	0	0	0	1.63851129849029	0	0	0	0	0	0	0	0	1.17217121366592	0	0
MSTRG.261	479_t	12.1583776985306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.262	9126_t	1.12426083502661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.263	7951_t	1.29195222187395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.264	3339_t	1.77984655860046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.264	MSTRG.264.2	1.77984655860046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.265	2836_t	0.585056244804343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.266	14541_t	11.3197132014785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.267	8076_t	1.71831316383948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.268	11312_t	4.21215174124556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.269	11479_t	1.32611752176909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.269	MSTRG.269.2	1.32611752176909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.27	12299_t	1.71831316383948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.270	10371_t	0.991770500830589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.271	7221_t	2.56442113566121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.271	MSTRG.271.2	2.56442113566121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.272	12797_t	4.91553389547088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.272	MSTRG.272.1	4.91553389547088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.273	9051_t	0.923664395564816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.274	7862_t	82.9152628417931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.274	MSTRG.274.2	82.9152628417931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.275	14004_t	3.51651364099776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.276	5263_t	6.66612137458269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.277	13362_t	1.01764622833546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.277	MSTRG.277.2	1.01764622833546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.278	MSTRG.278.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.279	4881_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.28	MSTRG.28.1	4.21215174124556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.28	6011_t	4.21215174124556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.280	12_t	4.73344126883854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.281	5544_t	10.5924859900652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.281	MSTRG.281.2	10.5924859900652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.282	7084_t	6.36728916570033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.283	MSTRG.283.2	0.896045792191955	1.23735047071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.283	3883_t	0.896045792191955	1.23735047071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.284	4668_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11102022909711	0	0	0	0	0	0	0
MSTRG.285	2917_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.286	14384_t	2.24852167005322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.287	13643_t	3.87585666562185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.288	8200_t	1.77984655860046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.289	6658_t	0.292528122402171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.289	MSTRG.289.2	0.292528122402171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.29	10147_t	1.32611752176909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.290	MSTRG.290.1	11.3197132014785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.291	13201_t	0.85915658191974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.292	323_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.293	MSTRG.293.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.294	11246_t	1.98354100166118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.294	MSTRG.294.2	1.98354100166118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.295	11177_t	1.2822105678306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.295	MSTRG.295.2	1.2822105678306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.296	8212_t	12.2888347386772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.296	MSTRG.296.2	12.2888347386772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.297	8213_t	1.84732879112963	1.40405058041519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.297	MSTRG.297.2	1.84732879112963	1.40405058041519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.298	4710_t	1.07682159534796	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11102022909711	0	0	0	0	0	0	0	0	0
MSTRG.298	MSTRG.298.2	1.07682159534796	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11102022909711	0	0	0	0	0	0	0	0	0
MSTRG.299	MSTRG.299.1	4.68868485466369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.299	14365_t	4.68868485466369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.3	12375_t	13.7465053107158	5.62130417513306	0.882707165838767	1.11102022909711	15.3865268139673	6.17438901898829	9.94776357152505	0	5.86085606832961	4.95885250415294	3.21780934642389	4.32343742100766	14.8724798790665	0	15.9134102612291	1.77984655860046	6.27232054534368	0	7.38931516451853	8.42430348249111	12.9195222187395	3.63845095182876	2.03529245667093	9.01181214169662
MSTRG.30	8426_t	2.97531150249177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.300	11183_t	4.44408091638846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.301	MSTRG.301.1	3.05293868500639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.302	6751_t	3.71205141213075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.302	MSTRG.302.1	3.71205141213075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.303	MSTRG.303.1	24.1677798034831	904.530140092288	602.057354883169	2153.61433590656	423.829659706795	679.305408419927	1747.57303640863	426.831376446216	1147.25357302407	384.766188155891	1653.67512104513	1149.41567589094	747.466226270174	164.142081913885	303.651265048536	927.70189129609	806.51044716545	1225.61622026918	1096.46460699476	4255.36370068585	985.79599069304	442.329643370443	366.245209247519	762.0058454526
MSTRG.304	MSTRG.304.1	26.033926978612	1152.2443030336	253.893248212631	677.202603361027	1068.96990234414	833.788403220167	2955.87527923016	1034.37166697989	751.095247729396	733.861503805211	2824.8711246315	2368.27551022819	1196.25109451374	414.716663221538	541.219579084528	1264.93426182098	728.318272178936	1518.9888368341	1598.69890740784	3183.92474718043	1623.20055471088	1405.30278234234	2212.48939847081	1743.06923914389
MSTRG.304	14242_t	26.033926978612	1152.2443030336	253.893248212631	677.202603361027	1068.96990234414	833.788403220167	2955.87527923016	1034.37166697989	751.095247729396	733.861503805211	2824.8711246315	2368.27551022819	1196.25109451374	414.716663221538	541.219579084528	1264.93426182098	728.318272178936	1518.9888368341	1598.69890740784	3183.92474718043	1623.20055471088	1405.30278234234	2212.48939847081	1743.06923914389
MSTRG.305	MSTRG.305.1	4.41353582919383	279.977097732473	160.276320978826	759.44984933556	183.480972541462	233.121982490298	754.878261600853	101.16059108472	62.3084900716625	161.048043932535	342.06703721853	423.190886971749	286.441384702124	39.1566242892102	103.941311894267	266.030351202704	151.48096087263	484.397450243239	297.149011031009	740.424768697153	208.61747680877	116.334302192811	275.789262796237	179.881733604258
MSTRG.306	MSTRG.306.1	31.8364458285016	3381.63841675874	840.556296125521	11462.8671159732	3473.96598023223	2261.49575887892	9555.88499046428	2642.63598029888	1943.90347614481	2989.85560677503	7538.00522062538	6891.19456514195	2823.57061586469	329.094137702443	2104.43316467548	3969.09306772588	2412.08037357944	5528.58394825535	3330.09291114147	8421.03835501999	5186.97317321737	2720.19164493838	10394.1864468136	4373.25827104333
MSTRG.306	MSTRG.306.2	31.8364458285016	3381.63841675874	840.556296125521	11462.8671159732	3473.96598023223	2261.49575887892	9555.88499046428	2642.63598029888	1943.90347614481	2989.85560677503	7538.00522062538	6891.19456514195	2823.57061586469	329.094137702443	2104.43316467548	3969.09306772588	2412.08037357944	5528.58394825535	3330.09291114147	8421.03835501999	5186.97317321737	2720.19164493838	10394.1864468136	4373.25827104333
MSTRG.306	MSTRG.306.3	31.8364458285016	3381.63841675874	840.556296125521	11462.8671159732	3473.96598023223	2261.49575887892	9555.88499046428	2642.63598029888	1943.90347614481	2989.85560677503	7538.00522062538	6891.19456514195	2823.57061586469	329.094137702443	2104.43316467548	3969.09306772588	2412.08037357944	5528.58394825535	3330.09291114147	8421.03835501999	5186.97317321737	2720.19164493838	10394.1864468136	4373.25827104333
MSTRG.307	MSTRG.307.1	2.68813737657586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.307	2047_t	2.68813737657586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
